Internal ID,Date,Document Number,Name,Currency,Amount (Foreign Currency),Amount
8833636,07/15/2019,SO54-02583,Advanced Metal Solutions LLC (SMI),USA,$750.00,750
8833324,07/15/2019,SO52-03289,Palmetto State Metal,USA,"$6,482.00",6482
8833110,07/15/2019,SO52-03288,Benton Metal Depot,USA,"$1,060.00",1060
8832997,07/15/2019,SO51-01433,John Baird,USA,$377.60,377.6
8832349,07/15/2019,SO51-01432,AFFORDABLE METAL ROOFING,USA,"$5,534.60",5534.6
8831925,07/15/2019,SO53-01346,J Wales Home Solutions,USA,$116.64,116.64
8831503,07/15/2019,SO54-02582,ES Services,USA,$451.36,451.36
8831391,07/15/2019,SO53-01345,GIDEON STEEL PANEL COMPANY,USA,$28.00,28
8831287,07/15/2019,SO80-04543,Architectural Panels Inc,USA,$144.33,144.33
8831284,07/15/2019,SO80-04542,Calidad Machinery & Equip,USA,"$12,320.00",12320
8831182,07/15/2019,SO54-02581,Formula Roofing,USA,$559.96,559.96
8830774,07/15/2019,SO80-04541,Central Aluminum Supply,USA,$374.12,374.12
8830553,07/15/2019,SO53-01344,SCHULTE ROOFING,USA,"$13,166.45",13166.45
8830448,07/15/2019,SO53-01343,CENTRAL TEXAS METAL ROOFING,USA,"$3,500.00",3500
8830441,07/15/2019,SO80-04540,Crosby Roofing,USA,$86.57,86.57
8830440,07/15/2019,SO80-04539,Best Buy Metals,USA,"$2,027.00",2027
8830022,07/15/2019,SO80-04538,"Magnum Tools, LLC",USA,"$6,264.00",6264
8829684,07/15/2019,SO80-04537,Spectra Gutter Systems,USA,"$7,748.00",7748
8829682,07/15/2019,SO52-03287,THE ROOFING & SUPPLY COMPANY,USA,"$4,480.00",4480
8829680,07/15/2019,SO30-00011,Intercompany - Vincenzo USA,USA,"$46,258.08",46258.08
8829246,07/15/2019,SO52-03286,PHOENIX METALS - TAMPA,USA,$808.20,808.2
8829241,07/15/2019,SO80-04536,GuttersDirect.com - NC,USA,$197.50,197.5
8828796,07/15/2019,SO52-03285,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$84.21,84.21
8828461,07/15/2019,SO52-03284,WOODSTOCK METAL ROOFING,USA,$930.80,930.8
8828455,07/15/2019,SO30-00010,Intercompany - Vincenzo USA,USA,"$68,551.32",68551.32
8828351,07/15/2019,SO30-00009,Intercompany - Vincenzo USA,USA,"$74,904.76",74904.76
8828350,07/15/2019,SO80-04535,Northwest Steel Co,USA,$0.00,0
8828043,07/15/2019,SO54-02579,SCHAFER & COMPANY LLC,USA,$50.00,50
8827938,07/15/2019,SO30-00008,Intercompany - Vincenzo USA,USA,"$60,862.77",60862.77
8827726,07/15/2019,SO80-04534,Flatiron Steel,USA,$320.75,320.75
8827717,07/15/2019,SO80-04533,Taylor Made Seamless Gutters,USA,"$3,000.00",3000
8827279,07/15/2019,SO53-01342,AL-CO Metal Roofing - Scott's Account,USA,"$9,696.47",9696.47
8827271,07/15/2019,SO53-01341,InPro LTD,USA,$798.00,798
8827266,07/15/2019,SO80-04532,Centennial Roofing Corp. - Fla,USA,$689.77,689.77
8824911,07/15/2019,SO52-03283,"Extreme Metal Fabricators, LLC",USA,"$5,841.40",5841.4
8824308,07/15/2019,SO54-02578,"R&R Roofing & Siding, Inc.",USA,$101.95,101.95
8823483,07/15/2019,SO51-01431,John Baird,USA,$468.00,468
8823272,07/15/2019,SO51-01430,P&K SHEET METAL INC.,USA,"$4,903.60",4903.6
8823157,07/15/2019,SO54-02577,"R&R Roofing & Siding, Inc.",USA,"$2,979.98",2979.98
8823152,07/15/2019,SO51-01429,John Baird,USA,$966.20,966.2
8823151,07/15/2019,SO54-02576,CALEBS MANAGEMENT ENT INC (EXEMPT),USA,$350.00,350
8823149,07/15/2019,SO80-04531,Extreme Metal Fabricators - FL,USA,"$1,049.00",1049
8823144,07/15/2019,SO53-01340,"ADAX METALS, INC.",USA,$704.32,704.32
8822618,07/15/2019,SO80-04530,JW Metals Canada,USA,"$3,401.66",3401.66
8822617,07/15/2019,SO53-01339,"D & F CUSTOM EXTERIORS,LTD",USA,"$8,148.00",8148
8822102,07/15/2019,SO52-03281,"Extreme Metal Fabricators, LLC",USA,"$8,785.00",8785
8822090,07/15/2019,SO52-03280,"Extreme Metal Fabricators, LLC",USA,"$1,770.00",1770
8821875,07/15/2019,SO80-04529,Matteo Aluminum Inc.,USA,"$6,196.00",6196
8821661,07/15/2019,SO54-02575,FLATIRON STEEL,USA,"$1,538.80",1538.8
8821144,07/15/2019,SO53-01337,AL-CO Metal Roofing - Chuck's Account,USA,"$11,728.45",11728.45
8821139,07/15/2019,SO53-01336,My Texas Contractor LLC,USA,"$2,953.80",2953.8
8820999,07/15/2019,SO80-04528,Karr's Building Supply,USA,$0.00,0
8820866,07/15/2019,SO54-02574,FLATIRON STEEL,USA,"$2,260.40",2260.4
8820755,07/15/2019,SO52-03279,Palmetto State Metal,USA,"$9,305.00",9305
8820747,07/15/2019,SO53-01335,Finished Work Roofing & Construction,USA,$332.64,332.64
8820745,07/15/2019,SO80-04527,Ecco Machinery,USA,$0.00,0
8820616,07/15/2019,SO52-03278,Gutter Solutions C/O ABC Supply,USA,"$1,461.00",1461
8820613,07/15/2019,SO53-01334,J Wales Home Solutions,USA,"$14,435.14",14435.14
8820505,07/15/2019,SO52-03277,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$3,986.50",3986.5
8820503,07/15/2019,SO52-03276,"ARVESEN ENTERPRISES, INC. dba AAA METAL WORKS",USA,"$7,951.94",7951.94
8820492,07/15/2019,SO53-01333,SANDERS ROOFING INC,USA,"$13,043.27",13043.27
8820489,07/15/2019,SO54-02573,FLATIRON STEEL,USA,$242.00,242
8820072,07/15/2019,SO52-03275,STREAMLINE ROOFING & CONST.,USA,"$2,073.25",2073.25
8820071,07/15/2019,SO52-03274,GB QUALITY BUILDERS,USA,$816.25,816.25
8820066,07/15/2019,SO54-02572,ROCKY VALLEY CONTRACTORS,USA,"$6,437.46",6437.46
8820061,07/15/2019,SO52-03273,Mid-Atlantic Roofing Supply,USA,"$4,420.00",4420
8820060,07/15/2019,SO52-03272,"ARVESEN ENTERPRISES, INC. dba AAA METAL WORKS",USA,"$5,346.40",5346.4
8820058,07/15/2019,SO55LM-00270,Lopez Sheet Metal,USA,"$9,889.20",9889.2
8819740,07/15/2019,SO80-04526,Commercial Construction Resources,USA,"$3,000.00",3000
8819739,07/15/2019,SO54-02571,Signature Services Roofing & Waterproofing,USA,"$6,450.00",6450
8819126,07/15/2019,SO52-03271,HOWE CONTRACTING : RIDGELAND - HSA001,USA,"$8,520.60",8520.6
8819117,07/15/2019,SO53-01332,GIDEON STEEL PANEL COMPANY,USA,$990.48,990.48
8818676,07/15/2019,SO55SJ-00247,ROOF METAL SERVICES : MANTECA - RMA002,USA,"$2,290.20",2290.2
8818471,07/15/2019,SO52-03270,STREAMLINE ROOFING & CONST.,USA,"$3,628.13",3628.13
8817355,07/15/2019,SO53-01331,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,USA,"$5,332.40",5332.4
8817250,07/15/2019,SO54-02570,CALEBS MANAGEMENT ENT INC (EXEMPT),USA,"$1,594.00",1594
8817247,07/15/2019,SO54-02569,COMMERCIAL SHEET METAL INC.,USA,$751.67,751.67
8816437,07/15/2019,SO51-01428,Rob Miller Construction,USA,"$1,239.60",1239.6
8816333,07/15/2019,SO53-01330,Republic Metal Roofing LLC,USA,$630.00,630
8815813,07/15/2019,SO52-03269,"ARVESEN ENTERPRISES, INC. dba AAA METAL WORKS",USA,"$6,938.40",6938.4
8815809,07/15/2019,SO52-03268,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$3,355.92",3355.92
8815495,07/15/2019,SO33-00145,Mazzella Lifting Technologies - Customer,USA,"$264,202.20",264202.2
8815490,07/15/2019,SO52-03267,WEST GA SHEET METAL,USA,"$1,238.20",1238.2
8815480,07/15/2019,SO80-04525,Richmond Development Co. LTD - Jamaica,USA,"$10,370.00",10370
8815471,07/15/2019,SO30-00007,Intercompany - Vincenzo USA,USA,"$264,202.20",264202.2
8815050,07/15/2019,SO53-01329,Ramon Roofing (SMI),USA,$683.42,683.42
8813893,07/15/2019,SO51-01427,WALNUT CREEK METALS,USA,"$12,697.25",12697.25
8813788,07/15/2019,SO52-03266,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,$28.00,28
8812868,07/15/2019,SO51-01426,Tyco's General Contracting,USA,"$4,687.77",4687.77
8811655,07-12-2019,SO51-01425,METAL DESIGN MANUFACTURING LLC,USA,"$7,631.28",7631.28
8811454,07-12-2019,SO51-01424,KRIS RHOADS,USA,$8.00,8
8810153,07-12-2019,SO81-00084,New Tech Machinery – Denver,USA,"$7,498.54",7498.54
8810152,07-12-2019,SO81-00083,New Tech Machinery – Denver,USA,"$89,506.24",89506.24
8809750,07-12-2019,SO81-00082,New Tech Machinery – Denver,USA,"$6,035.12",6035.12
8809148,07-12-2019,SO81-00081,New Tech Machinery – Denver,USA,"$102,628.00",102628
8809147,07-12-2019,SO54-02568,"ABC SUPPLY COMPANY, INC.(SMI) : KAHULUI - ASC023",USA,"$5,985.00",5985
8809146,07-12-2019,SO54-02567,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,$468.00,468
8809026,07-12-2019,SO54-02566,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,$412.14,412.14
8808696,07-12-2019,SO54-02565,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$2,383.70",2383.7
8808695,07-12-2019,SO52-03265,PHOENIX METALS - TAMPA,USA,"$5,358.00",5358
8808693,07-12-2019,SO52-03264,PHOENIX METALS - TAMPA,USA,"$1,739.00",1739
8808526,07-12-2019,SO54-02564,Advanced Metal Solutions LLC (SMI),USA,"$8,000.00",8000
8808520,07-12-2019,SO52-03263,PHOENIX METALS - TAMPA,USA,$235.00,235
8808010,07-12-2019,SO81-00080,New Tech Machinery – Denver,USA,"$6,969.47",6969.47
8807908,07-12-2019,SO53-01328,Republic Metal Roofing LLC,USA,"$6,300.00",6300
8805693,07-12-2019,SO54-02563,"METRO METAL SUPPLY, INC.",USA,"$2,100.00",2100
8805586,07-12-2019,SO52-03262,ABC SUPPLY #490 - MELBOURNE,USA,"$17,820.00",17820
8805585,07-12-2019,SO54-02562,"METRO METAL SUPPLY, INC.",USA,"$16,800.00",16800
8804566,07-12-2019,SO55LM-00269,KIWI CONSTRUCTION,USA,"$6,757.96",6757.96
8803951,07-12-2019,SO80-04524,B & B Supply - WA,USA,"$80,400.00",80400
8803948,07-12-2019,SO52-03261,Mid-Atlantic Roofing Supply : RALEIGH - PAR001,USA,"$3,741.50",3741.5
8803427,07-12-2019,SO52-03260,ATLANTIC ROOFING & CLADDING : MEDLEY - ARC002,USA,"$42,625.00",42625
8803422,07-12-2019,SO54-02561,COLORADO METAL SOURCE,USA,"$1,080.00",1080
8803416,07-12-2019,SO52-03259,"Metal Roofing Systems - Stanley, NC : STANLEY - STANLEY",USA,$240.00,240
8803312,07-12-2019,SO51-01423,John Baird,USA,"$4,755.71",4755.71
8803299,07-12-2019,SO51-01422,METAL FORMED GOODS COMPANY,USA,"$3,648.00",3648
8803195,07-12-2019,SO52-03258,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,375.00",1375
8803193,07-12-2019,SO52-03257,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,267.59",1267.59
8803190,07-12-2019,SO52-03256,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$500.00,500
8803188,07-12-2019,SO52-03255,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$11,742.92",11742.92
8803183,07-12-2019,SO52-03254,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$6,902.40",6902.4
8803179,07-11-2019,SO52-03253,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,$817.60,817.6
8803072,07-12-2019,SO52-03252,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$2,941.59",2941.59
8803068,07-12-2019,SO54-02560,Western Architectural Metals (SMI),USA,"$3,960.00",3960
8802964,07-12-2019,SO80-04523,"Drexel Metals, Inc.",USA,$0.00,0
8802647,07-12-2019,SO52-03251,"GULF COAST SUPPLY & MFG., INC. : SEBRING - GCS005",USA,"$9,466.80",9466.8
8801842,07-12-2019,SO52-03250,"GULF COAST SUPPLY & MFG., INC. : SEBRING - GCS005",USA,"$119,081.60",119081.6
8801540,07-12-2019,SO80-04522,Maddox Metal Roofing - NC,USA,$404.26,404.26
8800222,07-12-2019,SO55LM-00268,Rain Gutter Pro's,USA,$893.52,893.52
8800217,07-12-2019,SO80-04521,Javco Metal Roofing - PA,USA,$356.61,356.61
8800203,07-12-2019,SO80-04520,Central Aluminum Supply,USA,$100.72,100.72
8800092,07-12-2019,SO54-02559,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$1,134.00",1134
8799879,07-12-2019,SO52-03249,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$1,837.93",1837.93
8799857,07-12-2019,SO54-02558,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,$99.00,99
8799553,07-12-2019,SO80-04519,Rocksters Roofing Systems Limited,USA,"$32,645.76",32645.76
8799147,07-12-2019,SO80-04518,Northwest Steel Co,USA,$57.90,57.9
8799145,07-12-2019,SO51-01421,PMH & SON METAL ROOFING,USA,"$4,640.00",4640
8799144,07-12-2019,SO54-02557,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$3,560.00",3560
8799034,07-12-2019,SO54-02556,Retro Custom Metals (SMI),USA,"$8,290.00",8290
8797873,07-12-2019,SO80-04517,Sheffield Metals International,USA,"$9,308.00",9308
8797868,07-12-2019,SO51-01420,ABC SUPPLY - ADMIRAL : SPRINGFIELD - ABP004,USA,"$1,482.40",1482.4
8797864,07-12-2019,SO54-02555,Retro Custom Metals (SMI),USA,"$3,695.00",3695
8797626,07-12-2019,SO54-02554,Retro Custom Metals (SMI),USA,"$10,471.50",10471.5
8797524,07-12-2019,SO51-01419,American Metal Fabricating,USA,"$6,153.50",6153.5
8797211,07-12-2019,SO54-02553,Custom Sheet Metal Inc,USA,$542.50,542.5
8796385,07-12-2019,SO51-01418,ALUMINUM ASCOT INC.,USA,"$10,530.00",10530
8796282,08-12-2019,SO54-02552,"NOORDA ARCHITECTURAL METALS, INC",USA,"$15,803.00",15803
8795847,07-12-2019,SO54-02551,B&M ROOFING,USA,$200.00,200
8795846,07-12-2019,SO55SJ-00246,ROOF METAL SERVICES : MANTECA - RMA002,USA,$482.40,482.4
8795239,07-12-2019,SO51-01417,ABC SUPPLY - ADMIRAL : LEWISTON - ABPC00-9,USA,"$28,521.04",28521.04
8793634,07-12-2019,SO53-01327,YYY Metal Roofing,USA,$976.32,976.32
8793427,07-12-2019,SO80-04516,Stormy Ridge Roofing,USA,$0.00,0
8793312,07-12-2019,SO52-03248,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$9,500.00",9500
8793310,07-12-2019,SO55SJ-00245,ROOF METAL SERVICES : MANTECA - RMA002,USA,"$1,131.22",1131.22
8793105,07-12-2019,SO80-04515,Custom Bilt Metals,USA,$347.32,347.32
8792904,07-12-2019,SO52-03247,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$1,460.00",1460
8792601,07-12-2019,SO51-01416,Metal Construction Solutions & Installations LLC,USA,"$1,284.77",1284.77
8792096,07-12-2019,SO80-04514,Karr's Building Supply,USA,$49.22,49.22
8791791,07-12-2019,SO52-03246,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,$240.00,240
8791780,07-12-2019,SO52-03245,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$5,840.00",5840
8791045,07-12-2019,SO53-01326,AL-CO Metal Roofing - Scott's Account,USA,"$7,828.96",7828.96
8790219,07-12-2019,SO53-01325,SCHULTE ROOFING,USA,"$4,400.00",4400
8789578,07-12-2019,SO53-01324,SCHULTE ROOFING,USA,"$2,123.87",2123.87
8789158,07-12-2019,SO53-01323,PREMIER METALWERKS,USA,$355.00,355
8789053,07-12-2019,SO52-03244,CARIBBEAN PRESTIGE ROOFING,USA,"$9,510.00",9510
8788933,07-12-2019,SO53-01322,CENTRAL TEXAS METAL ROOFING,USA,"$20,136.20",20136.2
8788827,07-12-2019,SO54-02550,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,$460.00,460
8788594,07-12-2019,SO53-01321,SCHULTE ROOFING,USA,"$13,438.48",13438.48
8788287,07-12-2019,SO54-02549,Western Architectural Metals (SMI),USA,"$1,000.00",1000
8788177,07-12-2019,SO54-02548,Western Architectural Metals (SMI),USA,"$2,710.00",2710
8788073,07-12-2019,SO51-01415,Thermacon Insulation Systems by Vertarib : ROYAL PALM BEACH - VIN001,USA,"$13,687.50",13687.5
8787970,07-12-2019,SO54-02547,Moriarty Roofing (SMI),USA,$324.75,324.75
8787568,07-12-2019,SO51-01414,NORTH STAR METALS MFG CO,USA,"$5,894.85",5894.85
8787465,07-12-2019,SO52-03243,PHOENIX METALS - TAMPA,USA,"$3,240.00",3240
8787457,07-12-2019,SO80-04513,Storage Structures,USA,$0.00,0
8787352,07-12-2019,SO52-03242,"Extreme Metal Fabricators, LLC",USA,"$1,035.00",1035
8787243,07-12-2019,SO54-02546,S&S Construction Services LLC,USA,$270.00,270
8787141,07-12-2019,SO52-03241,"Extreme Metal Fabricators, LLC",USA,"$5,878.04",5878.04
8787032,07-12-2019,SO52-03240,"Extreme Metal Fabricators, LLC",USA,"$3,737.80",3737.8
8786719,07-12-2019,SO80-04512,Sheet Metal Unlimited,USA,$0.00,0
8786601,07-12-2019,SO53-01320,Dallas Connectors LLC,USA,$129.60,129.6
8786598,07-12-2019,SO54-02545,300 Seamless Gutters LLC,USA,"$1,782.27",1782.27
8786394,07/31/2019,SO52-03239,"Extreme Metal Fabricators, LLC",USA,"$20,808.00",20808
8786290,07-12-2019,SO54-02544,300 Seamless Gutters LLC,USA,$505.44,505.44
8786289,07-12-2019,SO80-04511,Mt Vernon Construction,USA,$0.00,0
8786283,07-12-2019,SO52-03238,"Extreme Metal Fabricators, LLC",USA,"$6,460.00",6460
8786070,07-12-2019,SO51-01413,LEGACY ROOFING SERVICES,USA,"$1,090.00",1090
8784836,07-12-2019,SO53-01319,ZENITH ROOFING,USA,$216.00,216
8783919,07-12-2019,SO53-01318,H & S Building Material,USA,"$6,482.00",6482
8775855,07-11-2019,SO55SJ-00244,ROOF METAL SERVICES : MANTECA - RMA002,USA,"$2,877.00",2877
8775851,07-11-2019,SO55SJ-00243,ROOF METAL SERVICES : MANTECA - RMA002,USA,"$4,834.75",4834.75
8775249,07-11-2019,SO55SJ-00242,ROOF METAL SERVICES : MANTECA - RMA002,USA,"$3,411.30",3411.3
8775047,07-11-2019,SO54-02543,Bob Behrends Roofing LLC,USA,"$49,840.82",49840.82
8774544,07-11-2019,SO80-04510,Gutter Source Inc.,USA,"$12,912.00",12912
8774436,07-11-2019,SO54-02542,DIAMOND ROOFING,USA,$416.00,416
8773923,07-11-2019,SO54-02541,Bob Behrends Roofing LLC,USA,"$18,297.69",18297.69
8773194,07-11-2019,SO52-03237,"METAL ROOFING SYSTEMS, INC.",USA,"$10,396.00",10396
8772980,07-11-2019,SO52-03236,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$704.00,704
8772874,07-11-2019,SO52-03235,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$684.00,684
8772867,07-11-2019,SO54-02540,C&C ROOFING,USA,$622.80,622.8
8772865,07-11-2019,SO52-03234,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$2,500.00",2500
8772555,07-11-2019,SO52-03233,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$294.00,294
8772553,07-11-2019,SO53-01317,CENTRAL TEXAS METAL ROOFING,USA,"$1,190.00",1190
8772549,07-11-2019,SO80-04509,Just In Time Roofing LLC,USA,"$1,647.63",1647.63
8772343,07-11-2019,SO53-01316,CENTRAL TEXAS METAL ROOFING,USA,$920.00,920
8772335,07-11-2019,SO52-03232,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$6,324.50",6324.5
8772126,07-11-2019,SO52-03231,THE ROOFING & SUPPLY COMPANY,USA,"$4,296.00",4296
8771523,07-11-2019,SO54-02539,B&M ROOFING,USA,$150.00,150
8770520,07-11-2019,SO53-01315,Ben's Roof Art LLC,USA,$119.88,119.88
8770519,07-11-2019,SO54-02538,J&P ROOFING,USA,"$78,300.00",78300
8769705,07-11-2019,SO53-01314,L & A Metals LLC,USA,"$1,612.45",1612.45
8769704,07-11-2019,SO51-01412,P&K SHEET METAL INC.,USA,"$22,367.74",22367.74
8769591,07-11-2019,SO54-02537,Advanced Metal Solutions LLC (SMI),USA,$500.00,500
8769385,07-11-2019,SO54-02536,Advanced Metal Solutions LLC (SMI),USA,"$2,000.00",2000
8769183,07-11-2019,SO80-04508,Raindrain Seamless Guttering,USA,$0.00,0
8768973,07-11-2019,SO53-01313,Kenzie Construction,USA,$617.76,617.76
8768767,07-11-2019,SO53-01312,Commercial Roofs of Texas,USA,"$6,676.56",6676.56
8768549,07-11-2019,SO52-03230,Mid-Atlantic Roofing Supply : GARNER - MRS012,USA,"$3,325.00",3325
8768343,07-11-2019,SO51-01411,J & A Roofing Company Inc.,USA,"$1,770.00",1770
8768039,07-11-2019,SO55LM-00267,Noble Pride Roofing,USA,"$6,004.00",6004
8767925,07-11-2019,SO80-04507,Three Rivers Machinery,USA,$47.49,47.49
8767716,07-11-2019,SO54-02535,INDEPENDENT ROOFING,USA,$156.38,156.38
8767715,07-11-2019,SO51-01410,McKever Roofing : COATESVILLE - EMA017,USA,$540.93,540.93
8767500,07-11-2019,SO80-04506,Price Construction,USA,"$11,645.00",11645
8767499,07-11-2019,SO80-04505,Custom Bilt Metals,USA,$199.96,199.96
8767497,07-11-2019,SO54-02534,Advanced Metal Solutions LLC (SMI),USA,"$12,600.00",12600
8767079,07-11-2019,SO54-02533,Advanced Metal Solutions LLC (SMI),USA,"$1,900.80",1900.8
8766973,07-11-2019,SO51-01409,RONDOUT CONTRACTING CO,USA,$223.50,223.5
8766972,07-11-2019,SO53-01311,"D & F CUSTOM EXTERIORS,LTD",USA,$88.00,88
8766970,07-11-2019,SO80-04504,Colorado Rain Gutter,USA,$125.00,125
8766958,07-11-2019,SO53-01310,Ramirez Roofing,USA,"$1,651.51",1651.51
8765446,07-11-2019,SO52-03229,GEORGIA GUTTER SERVICES LLC,USA,$76.32,76.32
8765344,07-11-2019,SO52-03228,DALLAS METALS,USA,$375.88,375.88
8765343,07-11-2019,SO80-04503,"Excel Metal Roofing, LLC",USA,$75.67,75.67
8765038,07-11-2019,SO52-03227,"CUSTOM METAL ROOFING, INC.dba B&M METALS",USA,$365.50,365.5
8764120,07-11-2019,SO54-02532,AMERICAN WALL SYSTEMS INC,USA,"$1,550.00",1550
8764017,07-11-2019,SO53-01309,Roofs Inc,USA,$488.60,488.6
8763913,07-11-2019,SO54-02531,SCHAFER & COMPANY LLC,USA,$691.25,691.25
8763187,07-11-2019,SO54-02529,COMMERCIAL SHEET METAL INC.,USA,$381.29,381.29
8763186,07-11-2019,SO53-01307,Commercial Roofs of Texas,USA,$455.76,455.76
8762570,07-11-2019,SO54-02528,Arvada Roofing And Home Improvement,USA,$58.30,58.3
8761957,07-11-2019,SO54-02527,BRIDGER STEEL INC - BELGRADE : BLACK HAWK - BSO001,USA,$805.00,805
8760311,07-11-2019,SO51-01408,1ST CHOICE ROOFING,USA,"$1,200.00",1200
8760065,07-11-2019,SO53-01306,ZENITH ROOFING,USA,$73.00,73
8760042,07-11-2019,SO80-04502,"Reeds Metals Inc. - Cross City, FL",USA,$57.24,57.24
8759828,07-11-2019,SO52-03226,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$7,188.75",7188.75
8759615,07-11-2019,SO53-01305,Clover Roofing,USA,$75.60,75.6
8759612,07-11-2019,SO51-01407,LAKESHORE ROOFING,USA,$770.00,770
8759360,07-11-2019,SO51-01406,John Baird,USA,$745.02,745.02
8758952,07-11-2019,SO52-03225,"GULF COAST SUPPLY & MFG., INC. : SEBRING - GCS005",USA,"$54,757.60",54757.6
8758847,07-11-2019,SO52-03224,Georgia Metal Center (SMI),USA,"$3,843.24",3843.24
8758734,07-11-2019,SO80-04501,Royal Building Products,USA,"$11,344.00",11344
8758308,07-11-2019,SO54-02526,Formula Roofing,USA,$224.20,224.2
8758299,07-11-2019,SO80-04500,Schafer and Company LLC,USA,$0.00,0
8758172,07-11-2019,SO54-02525,Midtown Metals LLC,USA,$791.20,791.2
8757936,07-11-2019,SO53-01304,Commercial Roofs of Texas,USA,$58.32,58.32
8757014,07-11-2019,SO54-02524,ES Services,USA,$846.30,846.3
8756688,07-11-2019,SO51-01405,"CORRUGATED METALS, INC. : BELVIDERE - CMI000",USA,$897.40,897.4
8756358,07-11-2019,SO54-02523,Signature Services Roofing & Waterproofing,USA,$99.00,99
8756340,07-11-2019,SO52-03223,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$10,120.00",10120
8755834,07-11-2019,SO53-01303,Metal Craft Co,USA,$591.60,591.6
8754401,07-11-2019,SO51-01404,PARRAGHI ROOFING & SHEET METAL,USA,$723.57,723.57
8753888,07-11-2019,SO53-01302,Commercial Roofs of Texas,USA,$48.38,48.38
8753668,07-11-2019,SO52-03222,"MARTY ROBBINS ROOFING CO., INC",USA,"$13,110.00",13110
8753561,07-11-2019,SO52-03221,METAL TECH - USA,USA,"$1,456.00",1456
8753339,07-11-2019,SO80-04499,Metal Panels Inc. - OK,USA,$337.18,337.18
8752098,07-11-2019,SO53-01301,SCHULTE ROOFING,USA,"$1,946.34",1946.34
8752092,07-11-2019,SO53-01300,SCHULTE ROOFING,USA,"$6,159.43",6159.43
8748059,07-10-2019,SO51-01403,METAL FORMED GOODS COMPANY,USA,"$3,420.00",3420
8744748,07-10-2019,SO55SJ-00241,ROOF METAL SERVICES : MANTECA - RMA002,USA,"$4,959.25",4959.25
8744747,07-10-2019,SO52-03220,DALLAS METALS,USA,$742.00,742
8744745,07-10-2019,SO54-02522,COLORADO METAL SOURCE,USA,$24.84,24.84
8743608,07-10-2019,SO52-03219,PHOENIX METALS - TAMPA,USA,"$3,985.20",3985.2
8743496,07-10-2019,SO52-03218,"CUSTOM METAL ROOFING, INC.dba B&M METALS",USA,$656.00,656
8741667,07-10-2019,SO52-03217,Integrity Metals (SMI) : VERO BEACH - IML001,USA,$408.00,408
8741662,07-10-2019,SO53-01299,SUPERIOR METAL PRODUCTS,USA,"$2,778.30",2778.3
8741658,07-10-2019,SO54-02521,FLATIRON STEEL,USA,"$2,804.00",2804
8741655,07-10-2019,SO52-03216,"GULF COAST SUPPLY & MFG., INC. : SEBRING - GCS005",USA,"$33,326.75",33326.75
8741446,07-10-2019,SO52-03215,4M METALS,USA,"$5,990.00",5990
8741445,07-10-2019,SO54-02520,FLATIRON STEEL,USA,"$15,274.85",15274.85
8741440,07-10-2019,SO52-03214,4M METALS,USA,"$2,550.00",2550
8740132,07-10-2019,SO54-02519,FLATIRON STEEL,USA,$848.70,848.7
8740131,07-10-2019,SO53-01298,DALLAS METAL ROOFS,USA,$75.60,75.6
