Internal ID,Date,Document Number,Name,Currency,Amount (Foreign Currency),Amount
10008018,09/17/2019,SO51-02039,Thermacon Insulation Systems by Vertarib,USA,$203.63,203.63
10008017,09/17/2019,SO51-02038,METAL FORMED GOODS COMPANY,USA,"$4,533.78",4533.78
10006873,09/17/2019,SO54-03827,Weber Roofing,USA,"$1,334.00",1334
10006068,09/17/2019,SO55LM-00413,R & S Sheet Metal,USA,$525.60,525.6
10004791,09/17/2019,SO55LM-00412,"Campbell Roofing, Inc.",USA,"$1,181.76",1181.76
10004368,09/17/2019,SO52-04334,"MARTY ROBBINS ROOFING CO., INC",USA,"$1,122.00",1122
10004063,09/17/2019,SO54-03826,SCHAFER & COMPANY LLC,USA,$380.00,380
10003942,09/30/2019,SO54-03825,Residential Roofing : BILLINGS - RRO011,USA,"$24,100.00",24100
10003719,09/17/2019,SO54-03824,Metal Direct LLC,USA,"$1,851.90",1851.9
10003507,09/17/2019,SO51-02037,MID SOUTH METALS,USA,"$2,053.00",2053
10002981,09/17/2019,SO54-03823,Colorado Copper,USA,$173.30,173.3
10002570,09/17/2019,SO51-02036,Tyco's General Contracting,USA,"$2,182.70",2182.7
10002361,09/17/2019,SO54-03822,Division 7 Sheet Metal,USA,$475.00,475
10002148,09/17/2019,SO52-04333,"Extreme Metal Fabricators, LLC",USA,"$11,255.00",11255
10002145,09/17/2019,SO51-02035,PMH & SON METAL ROOFING,USA,$236.00,236
10001313,09/17/2019,SO52-04332,ROOF DRAINAGE COMPONENTS & ACC,USA,"$10,208.00",10208
10001311,09/17/2019,SO51-02034,RONDOUT CONTRACTING CO : KINGSTON - TCC001,USA,"$7,589.60",7589.6
10001307,09/17/2019,SO33-00196,Mazzella Inventory Company - Customer,USA,"$42,418.53",42418.53
10001303,09/17/2019,SO54-03821,THE ROOFING COMPANY,USA,"$2,705.00",2705
10001294,09/17/2019,SO52-04331,"METALQUARTERS, INC.",USA,"$2,028.84",2028.84
10001286,09/17/2019,SO52-04330,4M METALS,USA,$890.00,890
10001285,09/17/2019,SO54-03820,D&M ROOFING & SHEET METAL LLC,USA,$196.65,196.65
10001281,09/17/2019,SO54-03819,THE ROOFING COMPANY,USA,"$2,705.00",2705
10001276,09/17/2019,SO54-03818,Division 7 Sheet Metal,USA,$540.00,540
10001275,09/17/2019,SO33-00195,Mazzella Inventory Company - Customer,USA,"$52,082.50",52082.5
10001268,09/17/2019,SO54-03817,COLORADO METAL SOURCE,USA,$462.48,462.48
10001256,09/17/2019,SO54-03816,COLORADO METAL SOURCE,USA,$280.52,280.52
10001255,09/17/2019,SO52-04329,affordable metal roofing,USA,"$6,110.30",6110.3
10001031,09/17/2019,SO54-03815,COLORADO METAL SOURCE,USA,$270.78,270.78
10000928,09/17/2019,SO52-04328,HOWE CONTRACTING,USA,$640.00,640
10000704,09/17/2019,SO54-03814,300 Seamless Gutters LLC,USA,$62.47,62.47
10000374,09/17/2019,SO80-05151,Gutter Kings,USA,$114.25,114.25
10000338,09/17/2019,SO30-00041,Intercompany - Vincenzo USA,USA,"$49,724.28",49724.28
9999904,09/17/2019,SO54-03813,THE ROOFING COMPANY,USA,"$3,678.80",3678.8
9999901,09/17/2019,SO80-05150,Gulf Coast Supply,USA,$337.49,337.49
9999898,09/17/2019,SO52-04327,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$525.60,525.6
9999887,09/17/2019,SO80-05149,Spectra Gutter Systems,USA,"$9,008.00",9008
9999885,09/17/2019,SO52-04326,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$4,166.25",4166.25
9999884,09/17/2019,SO52-04325,4M METALS,USA,"$1,176.00",1176
9999550,09/17/2019,SO51-02033,DUO-GARD INDUSTRIES INC,USA,"$6,773.42",6773.42
9999549,09/17/2019,SO54-03812,Division 7 Sheet Metal,USA,"$1,136.90",1136.9
9999326,09/17/2019,SO51-02032,John Baird,USA,"$1,568.00",1568
9999118,09/17/2019,SO54-03811,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$1,760.00",1760
9999097,09/17/2019,SO30-00040,Intercompany - Vincenzo USA,USA,"$40,297.64",40297.64
9998993,09/17/2019,SO51-02031,WALNUT CREEK METALS,USA,"$10,183.95",10183.95
9998050,09/17/2019,SO54-03810,Retro Custom Metals (SMI),USA,"$1,305.00",1305
9997933,09/17/2019,SO51-02030,Specialty Construction Inc,USA,"$2,770.00",2770
9997517,09/17/2019,SO54-03809,"METRO METAL SUPPLY, INC.",USA,$50.00,50
9997302,09/17/2019,SO55LM-00411,Peterson Construction,USA,"$3,840.00",3840
9997298,09/17/2019,SO54-03808,CALEBS MANAGEMENT ENT INC (EXEMPT),USA,"$2,554.00",2554
9997291,09/17/2019,SO33-00194,Mazzella Inventory Company - Customer,USA,"$13,447.82",13447.82
9995864,09/17/2019,SO54-03807,ES Services,USA,$54.25,54.25
9995855,09/17/2019,SO54-03806,Metal Direct LLC,USA,$52.00,52
9995833,09/17/2019,SO54-03805,FLATIRON STEEL,USA,$50.00,50
9995727,09/17/2019,SO55LM-00410,Action Roofing Inc,USA,$210.24,210.24
9995617,09/17/2019,SO80-05148,ABC Supply Company - Billings #388,USA,"$9,308.00",9308
9995615,09/17/2019,SO53-01849,Roofs Inc,USA,$44.00,44
9995505,09/17/2019,SO54-03804,JAGGER ROOFING,USA,$487.40,487.4
9995395,09/17/2019,SO51-02029,PMH & SON METAL ROOFING,USA,"$15,536.96",15536.96
9995288,09/17/2019,SO52-04324,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,900.00",1900
9994880,09/17/2019,SO54-03803,Formula Roofing,USA,$277.27,277.27
9994879,09/17/2019,SO80-05147,Modern Builders Supply Inc.,USA,"$7,552.00",7552
9994866,09/17/2019,SO52-04323,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,470.00",1470
9994748,09/17/2019,SO54-03802,BRIDGER STEEL INC - BELGRADE : EVANSVILLE - BSC005,USA,"$4,800.00",4800
9994646,09/17/2019,SO80-05146,Karr's Building Supply,USA,$73.40,73.4
9994538,09/17/2019,SO51-02028,BRADCO SUPPLY COMPANY,USA,$180.00,180
9994432,09/17/2019,SO52-04322,REED'S METAL MANUFACTURING INC.,USA,"$6,394.60",6394.6
9994228,09/17/2019,SO54-03801,BRIDGER STEEL INC - BELGRADE : EVANSVILLE - BSC005,USA,$476.00,476
9994025,09/17/2019,SO51-02027,WALNUT CREEK METALS,USA,"$7,056.71",7056.71
9994023,09/17/2019,SO80-05145,Fazzio's,USA,$0.00,0
9994022,09/17/2019,SO54-03800,Z-CRAFT,USA,"$2,707.75",2707.75
9993519,09/17/2019,SO53-01848,DISTINCTIVE ROOFING,USA,"$9,661.68",9661.68
9993316,09/17/2019,SO51-02026,John Baird,USA,"$3,056.85",3056.85
9993315,09/17/2019,SO54-03799,METAL ROOFING SOLUTIONS,USA,$468.00,468
9993113,09/17/2019,SO54-03798,Wheatland Steel & Trim LLC,USA,"$1,258.50",1258.5
9991999,09/17/2019,SO33-00193,Mazzella Inventory Company - Customer,USA,"$23,663.52",23663.52
9991784,09/17/2019,SO52-04321,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$8,184.00",8184
9991776,09/17/2019,SO54-03797,COLORADO METAL SOURCE,USA,"$1,624.65",1624.65
9991770,09/17/2019,SO51-02025,Specialty Construction Inc,USA,"$5,522.40",5522.4
9991759,09/17/2019,SO54-03796,COLORADO METAL SOURCE,USA,"$1,624.65",1624.65
9991755,09/17/2019,SO52-04320,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$6,311.25",6311.25
9991539,09/17/2019,SO53-01847,Commercial Roofs of Texas,USA,$799.20,799.2
9991536,09/17/2019,SO30-00039,Intercompany - Vincenzo USA,USA,"$12,099.74",12099.74
9991535,09/17/2019,SO52-04319,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,586.27",1586.27
9991534,09/17/2019,SO33-00192,Mazzella Inventory Company - Customer,USA,"$12,736.58",12736.58
9991327,09/17/2019,SO51-02024,AVON LAKE SHEET METAL CO. INC.,USA,$300.00,300
9991220,09/17/2019,SO54-03795,Advanced Metal Solutions LLC (SMI),USA,$600.00,600
9991216,09/17/2019,SO52-04318,"A & W Contracting, Inc.",USA,$780.00,780
9991003,09/17/2019,SO52-04317,HOWE CONTRACTING : RIDGELAND - HSA001,USA,"$4,588.00",4588
9990893,09/17/2019,SO52-04316,4M METALS,USA,"$1,260.00",1260
9990890,09/17/2019,SO80-05144,Paul's Metal Roofing & Guttering - Cayman Islands,USA,"$1,493.86",1493.86
9990889,09/17/2019,SO53-01846,GIDEON STEEL PANEL COMPANY,USA,"$2,878.40",2878.4
9990886,09/17/2019,SO54-03794,Western Architectural Metals (SMI),USA,$750.00,750
9990885,09/17/2019,SO54-03793,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,$460.00,460
9990779,09/17/2019,SO30-00038,Intercompany - Vincenzo USA,USA,"$22,594.68",22594.68
9990678,09/17/2019,SO53-01845,MATT BELL CONSTRUCTION,USA,$171.07,171.07
9990667,09/17/2019,SO52-04315,STREAMLINE ROOFING & CONST.,USA,"$37,625.00",37625
9990232,09/17/2019,SO52-04314,DALLAS METALS,USA,$322.03,322.03
9990229,09/17/2019,SO54-03792,GOLKE BROS LLC,USA,"$1,940.00",1940
9990108,09/17/2019,SO33-00191,Mazzella Inventory Company - Customer,USA,"$20,705.76",20705.76
9990101,09/17/2019,SO54-03791,Western Architectural Metals (SMI),USA,$864.00,864
9989991,09/17/2019,SO54-03790,METAL ROOFING SOLUTIONS,USA,$637.50,637.5
9989885,09/17/2019,SO53-01844,CENTRAL TEXAS METAL ROOFING,USA,$44.00,44
9989467,09/17/2019,SO53-01843,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,USA,$140.73,140.73
9989454,09/17/2019,SO54-03789,Western Architectural Metals (SMI),USA,"$4,934.75",4934.75
9989352,09/17/2019,SO52-04313,4M METALS,USA,"$1,960.00",1960
9989043,09/17/2019,SO53-01842,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,USA,"$6,344.59",6344.59
9988836,09/17/2019,SO53-01841,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,USA,"$4,865.08",4865.08
9988824,09/17/2019,SO80-05143,Byler Seamless Gutters - OH,USA,"$8,267.79",8267.79
9988420,09/17/2019,SO30-00037,Intercompany - Vincenzo USA,USA,"$30,952.56",30952.56
9988419,09/17/2019,SO52-04312,"BEACH METAL ROOFING SUPPLY, INC.",USA,$740.00,740
9988414,09/17/2019,SO53-01840,J Wales Home Solutions,USA,$158.05,158.05
9988310,09/17/2019,SO51-02023,John Baird,USA,"$5,842.00",5842
9988306,09/17/2019,SO52-04311,4M METALS,USA,"$1,340.00",1340
9988302,09/17/2019,SO53-01839,J Wales Home Solutions,USA,$605.12,605.12
9988100,09/17/2019,SO80-05142,Extreme Metal Fabricators - FL,USA,$719.55,719.55
9988096,09/17/2019,SO54-03788,COMMERCIAL SHEET METAL INC.,USA,$54.47,54.47
9988093,09/17/2019,SO80-05141,Spectra Gutter Systems,USA,"$7,248.00",7248
9988091,09/17/2019,SO51-02022,METAL FORMED GOODS COMPANY,USA,"$2,280.00",2280
9988087,09/17/2019,SO53-01838,Finished Work Roofing & Construction,USA,"$8,914.17",8914.17
9988086,09/17/2019,SO80-05140,Burkholder Brothers,USA,"$2,000.00",2000
9988074,09/17/2019,SO53-01837,Finished Work Roofing & Construction,USA,"$7,063.20",7063.2
9987862,09/17/2019,SO80-05139,A & S Fabrication LLC,USA,$657.78,657.78
9987734,09/17/2019,SO53-01836,Copper Nail Roofing (SMI),USA,$311.47,311.47
9987523,09/17/2019,SO33-00190,Mazzella Inventory Company - Customer,USA,"$15,569.76",15569.76
9987520,09/17/2019,SO52-04310,"GLENN HARRISON ENT, INC-C.I.A. dba METAL MASTERS",USA,$28.00,28
9987406,09/17/2019,SO53-01835,SOUTH TEXAS METAL ROOFING,USA,"$1,002.90",1002.9
9987145,09/17/2019,SO53-01834,Roofs Inc,USA,$352.00,352
9987136,09/17/2019,SO52-04308,STREAMLINE ROOFING & CONST.,USA,"$4,842.34",4842.34
9987109,09/17/2019,SO52-04307,UNION CORRUGATING COMPANY : OCALA - UCC000-6,USA,"$1,592.50",1592.5
9986056,09/16/2019,SO51-02021,ABC SUPPLY - ADMIRAL : SPRINGFIELD - ABP004,USA,"$9,475.00",9475
9986007,09/16/2019,SO54-03787,"MB Sheet Metal, Inc/Affiliate of MB Roofing, Inc",USA,"$26,235.40",26235.4
9985901,09/16/2019,SO80-05138,Metal Construction Solutions,USA,$768.38,768.38
9985698,09/16/2019,SO54-03786,J&P ROOFING,USA,"$8,184.96",8184.96
9985395,09/16/2019,SO55LM-00409,TJ'S METAL MFG,USA,"$4,280.00",4280
9985388,09/16/2019,SO54-03785,Formula Roofing,USA,$63.90,63.9
9985382,09/16/2019,SO51-02020,DURO-LAST ROOFING INC. : SAGINAW - DLR000-10,USA,"$10,965.00",10965
9985280,09/16/2019,SO53-01833,Middle South Systems (SMI),USA,"$1,460.54",1460.54
9985277,09/16/2019,SO54-03784,Z-CRAFT,USA,"$1,029.38",1029.38
9985267,09/16/2019,SO54-03783,Z-CRAFT,USA,"$2,707.75",2707.75
9984841,09/16/2019,SO54-03782,J&P ROOFING,USA,"$1,136.54",1136.54
9984838,09/16/2019,SO51-02019,Gillespie Contracting Inc. : COATESVILLE - EMA021,USA,"$1,145.79",1145.79
9984829,09/16/2019,SO80-05137,Pro-Tech Exterior Products,USA,$0.00,0
9984818,09/16/2019,SO80-05136,Onsite Seamless,USA,$0.00,0
9984711,09/16/2019,SO51-02018,John Baird,USA,"$3,734.08",3734.08
9984707,09/16/2019,SO54-03781,Apex Roofing Consultants LLC,USA,$97.48,97.48
9984592,09/16/2019,SO80-05135,TDS Roofing LLC,USA,$0.00,0
9984387,09/16/2019,SO55LM-00408,TJ'S METAL MFG,USA,$342.40,342.4
9983873,09/16/2019,SO54-03780,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$11,209.05",11209.05
9983868,09/16/2019,SO51-02017,John Baird,USA,$492.80,492.8
9983523,09/16/2019,SO53-01832,Roofs Inc,USA,$396.00,396
9983007,09/16/2019,SO52-04306,"Extreme Metal Fabricators, LLC",USA,"$27,060.00",27060
9983005,09/16/2019,SO53-01831,Roofs Inc,USA,$132.00,132
9982796,09/16/2019,SO52-04305,RAIN LINE PRODUCT LLC,USA,$80.80,80.8
9982589,09/16/2019,SO54-03779,Metal Direct LLC,USA,"$2,880.00",2880
9982361,09/16/2019,SO54-03778,"METRO METAL SUPPLY, INC.",USA,"$1,250.00",1250
9982051,09/16/2019,SO54-03777,Turner Morris Inc d/ba Buffalo Mtn Metals,USA,$103.98,103.98
9982049,09/16/2019,SO51-02016,AFFORDABLE METAL ROOFING,USA,$749.43,749.43
9982043,09/16/2019,SO53-01830,Roofing Supply Group- Dallas,USA,"$4,275.00",4275
9982040,09/16/2019,SO53-01829,Roofing Supply Group- Dallas,USA,"$5,250.00",5250
9982039,09/16/2019,SO53-01828,RCT Roofing,USA,$190.08,190.08
9981933,09/16/2019,SO80-05134,Karr's Building Supply,USA,$85.30,85.3
9981932,09/16/2019,SO53-01827,GIDEON STEEL PANEL COMPANY,USA,"$2,266.00",2266
9981831,09/16/2019,SO52-04304,Mid-Atlantic Roofing Supply : GARNER - MRS012,USA,$380.00,380
9981829,09/16/2019,SO51-02015,"BLUE RIDGE ROOFING, INC.",USA,"$1,822.91",1822.91
9981828,09/16/2019,SO53-01826,GIDEON STEEL PANEL COMPANY,USA,"$1,833.23",1833.23
9981827,09/16/2019,SO52-04303,DENMAN ROOFING,USA,$72.08,72.08
9981723,09/16/2019,SO80-05133,Northeast Gutter Pro - PA,USA,"$1,499.04",1499.04
9981722,09/16/2019,SO54-03776,BRIDGER STEEL INC - BELGRADE : BELGRADE - BSI003,USA,"$4,030.05",4030.05
9981407,09/16/2019,SO52-04302,PHOENIX METALS COMPANY,USA,$211.00,211
9981288,09/16/2019,SO54-03775,B&M ROOFING,USA,$250.00,250
9981278,09/16/2019,SO54-03774,B&M ROOFING,USA,"$3,500.00",3500
9981276,09/16/2019,SO52-04301,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$52.75,52.75
9981073,09/16/2019,SO54-03773,B&M ROOFING,USA,$300.00,300
9980869,09/16/2019,SO54-03772,D&M ROOFING & SHEET METAL LLC,USA,"$16,518.60",16518.6
9980659,09/16/2019,SO54-03771,INDEPENDENT ROOFING,USA,$337.93,337.93
9980350,09/16/2019,SO54-03770,SCHAFER & COMPANY LLC,USA,$412.00,412
9980348,09/16/2019,SO51-02014,ABC SUPPLY - ADMIRAL : SPRINGFIELD - ABP004,USA,"$15,929.60",15929.6
9980346,09/16/2019,SO52-04300,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$2,000.00",2000
9980228,09/16/2019,SO54-03769,COLORADO METAL SOURCE,USA,$43.32,43.32
9980223,09/16/2019,SO51-02013,Solis General Contractors Inc,USA,$474.24,474.24
9980217,09/16/2019,SO51-02012,John Baird,USA,$839.54,839.54
9980209,09/16/2019,SO54-03768,COMMERCIAL SHEET METAL INC.,USA,$528.55,528.55
9980207,09/16/2019,SO55LM-00407,DBR Roofing,USA,"$1,464.00",1464
9980199,09/16/2019,SO52-04299,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,457.50",1457.5
9979780,09/16/2019,SO80-05132,Taylor Metal Products,USA,$245.61,245.61
9979778,09/16/2019,SO54-03767,Signature Services Roofing & Waterproofing,USA,$600.00,600
9979170,09/16/2019,SO80-05131,Dave Link,USA,$0.00,0
9979169,09/16/2019,SO54-03766,Artistic Metals,USA,$321.00,321
9979163,09/16/2019,SO54-03765,Moriarty Roofing (SMI),USA,$682.35,682.35
9979162,09/16/2019,SO51-02011,DURO-LAST ROOFING INC. : SAGINAW - DLR000-10,USA,$304.00,304
9979160,09/16/2019,SO55LM-00406,Diversified Roofing Services,USA,"$2,354.34",2354.34
9978958,09/16/2019,SO55LM-00405,Diversified Roofing Services,USA,"$4,299.76",4299.76
9978956,09/16/2019,SO51-02010,DURO-LAST ROOFING INC. : SAGINAW - DLR000-10,USA,$380.80,380.8
9978853,09/16/2019,SO51-02009,DURO-LAST ROOFING INC. : SAGINAW - DLR000-10,USA,$952.00,952
9978650,09/16/2019,SO80-05130,Drexel Metals/Sunlast Metals,USA,$324.76,324.76
9978547,09/16/2019,SO55LM-00404,Diversified Roofing Services,USA,"$12,216.50",12216.5
9978140,09/16/2019,SO51-02008,METAL DESIGN MANUFACTURING LLC,USA,"$2,890.60",2890.6
9978135,09/16/2019,SO54-03764,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$8,240.00",8240
9977810,09/16/2019,SO52-04298,"COASTAL METAL ROOFING, INC. : PANAMA - CAO001",USA,"$2,664.00",2664
9977700,09/16/2019,SO51-02007,WALNUT CREEK METALS,USA,"$2,412.55",2412.55
9977591,09/16/2019,SO51-02006,T-ROSS BROTHERS CONSTRUCTION,USA,"$3,000.00",3000
9977486,09/16/2019,SO51-02005,T-ROSS BROTHERS CONSTRUCTION,USA,"$7,250.84",7250.84
9977378,09/16/2019,SO52-04297,HOWE CONTRACTING : RIDGELAND - HSA001,USA,"$1,212.00",1212
9977168,09/16/2019,SO51-02004,MARTIN ROOFING,USA,"$2,747.14",2747.14
9977166,09/16/2019,SO52-04296,Integrity Metals (SMI) : VERO BEACH - IML001,USA,"$6,565.35",6565.35
9976146,09/16/2019,SO33-00189,Mazzella Lifting Technologies - Customer,USA,"$99,012.30",99012.3
9976136,09/16/2019,SO53-01825,JR Commercial Roofing,USA,"$1,894.88",1894.88
9976127,09/16/2019,SO54-03763,CALEBS MANAGEMENT ENT INC (EXEMPT),USA,$88.00,88
9976111,09/16/2019,SO30-00036,Intercompany - Vincenzo USA,USA,"$94,312.80",94312.8
9975995,09/16/2019,SO54-03762,Moriarty Roofing (SMI),USA,$269.00,269
9974980,09/16/2019,SO52-04295,"GULF COAST SUPPLY & MFG., INC. : SEBRING - GCS005",USA,"$10,193.88",10193.88
9974975,09/16/2019,SO80-05129,Rain Trade Corp.,USA,"$9,376.00",9376
9974766,09/16/2019,SO52-04294,PHOENIX METALS - TAMPA,USA,"$3,880.00",3880
9974765,09/16/2019,SO80-05128,Tiley Roofing Inc.,USA,$125.00,125
9974664,09/16/2019,SO51-02003,ABC SUPPLY - ADMIRAL : LEWISTON - ABPC00-9,USA,$92.00,92
9974556,09/16/2019,SO80-05127,Beartoothed Constructors,USA,"$2,500.00",2500
9974139,09/16/2019,SO52-04293,Integrity Metals (SMI) : VERO BEACH - IML001,USA,"$1,198.94",1198.94
9973923,09/16/2019,SO80-05126,Custom Bilt Metals,USA,"$4,400.00",4400
9973919,09/16/2019,SO52-04292,Integrity Metals (SMI) : VERO BEACH - IML001,USA,"$16,807.50",16807.5
9973798,09/16/2019,SO52-04291,"ARVESEN ENTERPRISES, INC. dba AAA METAL WORKS",USA,$468.00,468
9973796,09/16/2019,SO52-04290,"PITTMAN WALLER ROOFING CO, INC",USA,$68.82,68.82
9973788,09/16/2019,SO52-04289,PHOENIX METALS - TAMPA,USA,$838.45,838.45
9973779,09/16/2019,SO52-04288,4M METALS,USA,"$4,370.00",4370
9973764,09/16/2019,SO53-01824,Copper Nail Roofing (SMI),USA,"$1,944.00",1944
9973652,09/16/2019,SO51-02002,WARREN ROOFING,USA,$422.00,422
9973445,09/16/2019,SO51-02001,John Baird,USA,$56.00,56
9973128,09/16/2019,SO54-03761,GOLKE BROS LLC,USA,"$1,224.00",1224
9973113,09/16/2019,SO52-04287,PHOENIX METALS - TAMPA,USA,$314.00,314
9973112,09/16/2019,SO53-01823,SUPERIOR METAL PRODUCTS,USA,$801.90,801.9
9973006,09/16/2019,SO53-01822,H & S Building Material,USA,$863.28,863.28
9968122,09/13/2019,SO54-03760,Wyoming Steel Building Supply,USA,$40.00,40
9967308,09/13/2019,SO54-03759,COLORADO MOISTURE CONTROL,USA,$284.05,284.05
9967001,09/13/2019,SO54-03758,ROOF CHECK INC.,USA,$463.39,463.39
9966498,09/13/2019,SO80-05125,Allied Maintenance Assistance,USA,$53.57,53.57
9966497,09/13/2019,SO53-01821,SCHULTE ROOFING,USA,$947.95,947.95
9966394,09/13/2019,SO52-04286,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$1,582.70",1582.7
9965991,09/13/2019,SO52-04285,PHOENIX METALS - TAMPA,USA,"$7,380.00",7380
9965990,09/13/2019,SO52-04284,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$11,745.90",11745.9
9965987,09/13/2019,SO54-03757,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$1,917.05",1917.05
9965681,09/13/2019,SO80-05124,The Gutter Guy - Oregon,USA,"$9,060.00",9060
9965476,09/13/2019,SO54-03756,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$2,640.00",2640
9965272,09/13/2019,SO52-04283,HOWE CONTRACTING,USA,"$2,630.40",2630.4
9965168,09/13/2019,SO54-03755,FLATIRON STEEL,USA,"$3,804.00",3804
9965063,09/13/2019,SO53-01820,Ramon Roofing (SMI),USA,$69.34,69.34
9965061,09/13/2019,SO54-03754,"METRO METAL SUPPLY, INC.",USA,$500.00,500
9964952,09/13/2019,SO54-03753,FLATIRON STEEL,USA,"$15,122.20",15122.2
9964635,09/13/2019,SO54-03752,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$7,887.00",7887
9964622,09/13/2019,SO52-04282,PHOENIX METALS - TAMPA,USA,"$11,760.00",11760
9964617,09/13/2019,SO52-04281,WOODSTOCK METAL ROOFING,USA,$328.00,328
9964615,09/13/2019,SO53-01819,AB Contracting,USA,"$1,084.32",1084.32
9964509,09/13/2019,SO54-03751,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$6,110.00",6110
9964506,09/13/2019,SO53-01818,CENTRAL TEXAS METAL ROOFING,USA,"$13,009.30",13009.3
9964295,09/13/2019,SO80-05123,Glacier Raft Company,USA,"$26,995.00",26995
9963976,09/13/2019,SO52-04280,Dorado Metal Roofing,USA,"$2,134.66",2134.66
9963360,09/13/2019,SO54-03750,COLORADO MOISTURE CONTROL,USA,$170.43,170.43
9963349,09/13/2019,SO52-04279,Chapas Metal,USA,$712.32,712.32
9962635,09/13/2019,SO54-03749,COLORADO MOISTURE CONTROL,USA,$32.78,32.78
9962614,09/13/2019,SO54-03748,B&M ROOFING,USA,"$1,900.00",1900
9961399,09/13/2019,SO80-05122,Integrity Metals,USA,$0.00,0
9960682,09/13/2019,SO52-04278,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$10,450.00",10450
9960680,09/13/2019,SO52-04277,Prestige Construction Systems,USA,"$2,868.00",2868
9960574,09/13/2019,SO80-05121,Best Buy Metals,USA,"$3,040.00",3040
9960471,09/13/2019,SO52-04276,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$1,137.60",1137.6
9960368,09/13/2019,SO80-05120,Matryx Construction Group LLC (aka Alpha Metal Roofing),USA,"$47,167.00",47167
9960266,09/13/2019,SO54-03747,CALEBS MANAGEMENT ENT INC (EXEMPT),USA,$68.00,68
9960163,09/13/2019,SO54-03746,CRAFT CORP : WHEAT RIDGE - CC0007,USA,"$3,104.89",3104.89
9960151,09/13/2019,SO52-04275,"METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1",USA,"$3,255.00",3255
9960150,09/13/2019,SO53-01817,AL-CO Metal Roofing - Chuck's Account,USA,"$4,687.19",4687.19
9960144,09/13/2019,SO54-03745,"Architectural Sheet Metal&Panels,LLC DBA Architectural Panel",USA,"$3,126.00",3126
9960143,09/13/2019,SO80-05119,Midwest Metals LLC - TX,USA,$0.00,0
9960139,09/13/2019,SO55LM-00403,FOUR C'S CONSTRUCTION,USA,"$1,387.48",1387.48
9959728,09/13/2019,SO52-04274,UNION CORRUGATING COMPANY,USA,"$4,585.80",4585.8
9959620,09/13/2019,SO55LM-00402,HCS Rain Gutters,USA,$481.80,481.8
9959215,09/13/2019,SO80-05118,Millers Rolling Acre Metal Sales,USA,"$8,267.79",8267.79
9959113,09/13/2019,SO54-03744,Signature Services Roofing & Waterproofing,USA,$283.00,283
9959106,09/13/2019,SO51-02000,"HUSKY METAL ROOFS, INC.",USA,"$20,495.50",20495.5
9958800,09/13/2019,SO54-03743,D&M ROOFING & SHEET METAL LLC,USA,$642.39,642.39
9958597,09/13/2019,SO52-04273,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,"$3,800.00",3800
9958280,09/13/2019,SO54-03742,ABC Supply : GRAND JUNCTION - ASC011,USA,$796.10,796.1
9958279,09/13/2019,SO52-04272,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$906.44,906.44
9958072,09/13/2019,SO80-05117,Lyf-Tym Building Products,USA,$220.80,220.8
9957969,09/13/2019,SO52-04271,"METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10",USA,$455.70,455.7
9957967,09/13/2019,SO54-03741,BRIDGER STEEL INC - BELGRADE : BLACK HAWK - BSO001,USA,$492.40,492.4
9957656,09/13/2019,SO54-03740,Western Architectural Metals (SMI),USA,$272.00,272
